Team ID , Team  , Year,score
1765,Tokyo-NoKoGen,2015,11.4
1781,TU_Dresden,2015,11.4
1818,Tufts,2015,11.4
1619,UiOslo_Norway,2015,11.4
1811,UMBC-Maryland,2015,11.4
2044,AHUT_China,2016,11.4
1917,Ain_Shams-Egypt,2016,11.4
2187,Baltimore_BioCrew,2016,11.4
2133,BioBricks,2016,11.4
2028,BNDS_China,2016,11.4
1935,Bordeaux,2016,11.4
2171,Bulgaria,2016,11.4
1945,CSU_Fort_Collins,2016,11.4
2160,Dalhousie_Halifax_NS,2016,11.4
2111,Denver_Biolabs,2016,11.4
1967,Edinburgh_UG,2016,11.4
2146,Emory,2016,11.4
1889,Hong_Kong_UCCKE,2016,11.4
2168,IISc_Bangalore,2016,11.4
2163,IIT_Kharagpur,2016,11.4
2141,Istanbul_Tech,2016,11.4
2000,JSNU-China,2016,11.4
1938,Leiden,2016,11.4
2124,Lethbridge_HS,2016,11.4
2095,Linkoping_Sweden,2016,11.4
1929,McMasterU,2016,11.4
2140,Melbourne,2016,11.4
2099,Minnesota,2016,11.4
2125,MSU-Michigan,2016,11.4
2182,Northeastern,2016,11.4
2073,NTHU_Taiwan,2016,11.4
1970,NTNU_Trondheim,2016,11.4
2039,Paris_Saclay,2016,11.4
2056,Peshawar,2016,11.4
1986,Pumas_Mexico,2016,11.4
2064,Queens_Canada,2016,11.4
2077,RHIT,2016,11.4
2143,SCSU-New_Haven,2016,11.4
1884,SZU-China,2016,11.4
1904,TecCEM,2016,11.4
1905,TecCEM_HS,2016,11.4
2069,Tec-Chihuahua,2016,11.4
2048,Toronto,2016,11.4
1882,Tuebingen,2016,11.4
2087,Tufts,2016,11.4
2176,UChicago,2016,11.4
2093,UCLouvain,2016,11.4
1953,UConn,2016,11.4
2050,UI-Indonesia,2016,11.4
1987,UIUC_Illinois,2016,11.4
1975,UNIK_Copenhagen,2016,11.4
2118,UPF-CRG_Barcelona,2016,11.4
2072,UST_Beijing,2016,11.4
2165,Washington,2016,11.4
1977,Westminster_UoW,2016,11.4
431,Georgia_State,2010,10.8
923,BAU-Indonesia,2012,10.8
229,TzuChiU_Formosa,2009,10.4
835,KAIT_Japan,2012,10.4
1097,CAU_China,2013,10.4
1335,NU_Kazakhstan,2014,10.4
1700,Tsinghua-A,2015,10.4
1543,ArtCenter_MDP,2014,10.32
107,Calgary_Ethics,2008,10
236,CBNU-Korea,2009,10
240,Sweden,2009,10
225,Tokyo-Nokogen,2009,10
307,CBNU-Korea,2010,10
498,IvyTech-South_Bend,2010,10
655,Duke,2011,10
610,Korea_U_Seoul,2011,10
866,Marburg_SYNMIKRO,2012,10
941,Osaka,2012,10
754,Valencia,2012,10
1038,Gdansk-UG,2013,10
1105,UGent,2013,10
1562,Michigan_Software,2014,10
1482,PoznanSoft,2014,10
1348,UST_Beijing,2014,10
1388,USyd-Australia,2014,10
1345,Vanderbilt_MF,2014,10
1449,Vanderbilt_Software,2014,10
1411,Zamorano,2014,10
1664,Colegio_EmelinaU,2015,10
1870,GenetiX_Tec_CCM,2015,10
1663,Liceo_Eugenio_Hostos,2015,10
1785,Michigan_Software,2015,10
1721,Rock_Ridge_Virginia,2015,10
1665,San_Andres,2015,10
1697,UI_Indonesia,2015,10
2181,EMW_Street_Bio,2016,10
76,Princeton,2008,8.569925
1776,UFMG_Brazil,2015,7.5
1140,UANL_Mty-Mexico,2013,7.4
645,ArtScienceBangalore,2011,7
653,Panama,2011,6.8
888,UANL_Mty-Mexico,2012,6.8
1148,Bordeaux,2013,6.569925
271,KU_Seoul,2009,6.4
730,JUIT-India,2012,6.4
1331,Nankai,2014,6.4
1334,WHU-China,2014,5.569925
120,Peking_University,2008,5.4
1918,Tsinghua-A,2016,5.4
1606,METU_Turkey,2015,4.569925
603,UST-Beijing,2011,4.4
1096,ITU_MOBGAM_Turkey,2013,4.4
1069,KAIT_Japan,2013,4.4
1095,Leicester,2013,4.4
1452,LA_Biohackers,2014,4.4
1434,Manchester,2014,4.4
1481,PoznanBioInf,2014,4.4
1518,UCC_Ireland,2014,4.4
1845,London_Biohackspace,2015,4.4
1793,SKLBC-China,2015,4.4
1673,Vanderbilt,2015,4.4
2101,Ryerson_Toronto,2016,4.4
1236,Calgary_Entrepreneurial,2013,4
1550,BUGSS_Baltimore,2014,3.4
1654,IIT_Madras,2015,3.4
1772,Purdue,2015,3.4
1593,USTC,2015,3.4
2156,ColegioFDR_Peru,2016,2.7
78,Beijing_Normal,2008,2.4
287,IPOC1-Colombia,2009,2.4
269,Missouri_Miners,2009,2.4
248,UAB-Barcelona,2009,2.4
268,UChicago,2009,2.4
408,IIT_Delhi_1,2010,2.4
351,KAIST-Korea,2010,2.4
609,HIT-Harbin,2011,2.4
826,CD-SCU-CHINA,2012,2.4
788,Nanjing-China,2012,2.4
942,Tec-Monterrey,2012,2.4
945,Tec-Monterrey_EKAM,2012,2.4
857,UC-Merced,2012,2.4
948,WLC-Milwaukee,2012,2.4
1530,Auckland_New_Zealand,2014,2.4
1414,KAIT_JAPAN,2014,2.4
1377,Korea_U_Seoul,2014,2.4
80,Bay_Area_RSI,2008,1.4
127,Kyoto,2008,1.4
163,University_of_Chicago,2008,1.4
153,University_of_Sheffield,2008,1.4
377,Michigan,2010,1.4
373,The_Citadel-Charleston,2010,1.4
357,Toronto,2010,1.4
393,Yale,2010,1.4
509,UEA-JIC_Norwich,2011,1.4
552,WashU,2011,1.4
872,Ciencias-UNAM,2012,1.4
836,Costa_Rica-TEC-UNA,2012,1.4
858,CU-Boulder,2012,1.4
755,GeorgiaState,2012,1.4
890,UGA-Georgia,2012,1.4
1229,CSU_Fort_Collins,2013,1.4
1181,Frankfurt,2013,1.4
1158,Valencia-CIPF,2013,1.4
1458,BGU_Israel,2014,1.4
1495,CSU_Fort_Collins,2014,1.4
1426,Greensboro_Aggies,2014,1.4
1337,London_BioHackspace,2014,1.4
1422,Purdue,2014,1.4
1556,Rutgers,2014,1.4
1514,UFMG_Brazil,2014,1.4
1380,UIUC_Illinois,2014,1.4
1774,Hong_Kong_HKU,2015,1.4
1715,Leicester,2015,1.4
1843,Michigan,2015,1.4
1608,Mingdao,2015,1.4
1710,PacificU-Oregon,2015,1.4
1842,UC_San_Diego,2015,1.4
1588,UNA_Honduras,2015,1.4
1971,BHU_China,2016,1.4
2004,BIOSINT_Mexico,2016,1.4
2186,CAPS_Kansas,2016,1.4
2103,CCA_SanDiego,2016,1.4
1952,Kingsborough_NY,2016,1.4
1999,KoreaSonyeodul,2016,1.4
1902,Leicester,2016,1.4
2112,LN-Shiyan-China,2016,1.4
2034,Missouri_Rolla,2016,1.4
2108,NorthernBC,2016,1.4
2115,Saint_Rose_School_A,2016,1.4
2119,Saint_Rose_School_B,2016,1.4
2011,TCU_Taiwan,2016,1.4
2081,TEC_GenetiX_CCM,2016,1.4
2090,TP_CC_SanDiego,2016,1.4
2138,UMass-Dartmouth,2016,1.4
2024,UoA_NewZealand,2016,1.4
134,Mexico-UNAM-IPN,2008,0.4
226,CityColSanFrancisco,2009,0.4
288,IPOC2-Colombia,2009,0.4
366,HKU-Hong_Kong,2010,0.4
601,Toronto,2011,0.4
926,Toronto,2012,0.4
1142,Costa_Rica_Cibus,2013,0.4
1318,ULB-Brussels,2014,0.4
1646,H4Z-Hangzhou,2015,0.4
1643,Nanjing_NFLS,2015,0.4
159,Colombia,2008,0
158,Duke,2008,0
230,Gaston_Day_School,2009,0
217,Purdue,2009,0
246,Sheffield,2009,0
254,Victoria_Australia,2009,0
219,Yeshiva_NYC,2009,0
420,ArtScienceBangalore,2010,0
375,Baltimore_US,2010,0
308,Gaston_Day_School,2010,0
388,Weimar-Heidelberg_Arts,2010,0
665,Baltimore,2011,0
595,Bard-Annandale,2011,0
605,CBNU-Korea,2011,0
529,GeorgiaState,2011,0
661,Hunter-NYC,2011,0
580,HUST-China,2011,0
623,KAIST-Korea,2011,0
647,KAIT_Japan,2011,0
651,NYC_Software,2011,0
556,TU-Delft,2011,0
570,UQ-Australia,2011,0
565,Valencia,2011,0
674,VCU,2011,0
513,VIT_Vellore,2011,0
583,West_Point,2011,0
803,Clemson,2012,0
918,Colorado_State,2012,0
789,Harvey Mudd,2012,0
856,IIT_Madras,2012,0
852,Leicester,2012,0
868,NYC_Hunter,2012,0
869,NYC_Hunter_Software,2012,0
910,Paris-Saclay,2012,0
840,RHIT,2012,0
919,UConn,2012,0
815,UTBC-RDCongo,2012,0
728,VIT_Vellore,2012,0
790,Waterloo,2012,0
1098,AITM-Nepal,2013,0
1227,Guadalajara,2013,0
1233,Lethbridge_Entrepreneurs,2013,0
1099,MSOE_Milwaukee,2013,0
1118,NU_Kazakhstan,2013,0
1224,Poznan-BioInf,2013,0
1147,Sumbawagen,2013,0
1186,Tufts,2013,0
1193,UChicago,2013,0
1203,UCL_E,2013,0
1209,UIUC_Entrepreneurs,2013,0
1048,UTK-Knoxville,2013,0
1169,WashU_StLouis,2013,0
1528,Harrisburg_NBT,2014,0
1504,Hendrix_Arkansas,2014,0
1327,HNU_China,2014,0
1501,RHIT,2014,0
1564,UC-Santa_Cruz-BioE,2014,0
1538,UMayor-Chile,2014,0
1525,UNIK_Copenhagen,2014,0
1488,Virtus-Parva_Mexico,2014,0
1561,WHU-Pharm,2014,0
1762,CCA_SanDiego,2015,0
1872,Dalhousie_Halifax_NS,2015,0
1863,Hamilton_McMaster,2015,0
1862,IIT_Kharagpur,2015,0
1626,Minnesota,2015,0
1805,Missouri_Columbia,2015,0
1815,Penn,2015,0
1708,Reading,2015,0
1672,SDA-Encinitas,2015,0
1852,Tec-Chihuahua,2015,0
1832,UAI-Chile,2015,0
1730,UChile-OpenBio,2015,0
1775,UCSC,2015,0
1644,UMass-Dartmouth,2015,0
1786,Uniandes_Colombia,2015,0
1803,WLSA_Shanghai,2015,0
1948,SRM_Chennai,2016,0
2147,USNA-Annapolis,2016,0
